time,email,f,m,l,,school,how,class
11/18/2023 10:23:43,student968@gmail.com,student,stud,968,Central High School,"High school counselor, Friend and Family Member, Current SITCTC Student, ",Welding,
11/18/2023 10:23:51,student969@gmail.com,student,stud,969,Mt. Vernon High School,SICTC Information Meeting at High School,Radio / TV / Communications,
11/18/2023 10:23:56,student970@gmail.com,student,stud,970,Bosse High School,High school counselor,Media communications and autos,
11/18/2023 10:24:34,student971@gmail.com,student,stud,971,Bosse High School,"High school counselor, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:24:40,student972@gmail.com,student,stud,972,Reitz High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Welding Technology,
11/18/2023 10:24:58,student973@gmail.com,student,stud,973,Castle High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Precision Machine Metalworking Technology,
11/18/2023 10:25:03,student974@gmail.com,student,stud,974,Central High School,Current SITCTC Student,Welding Technology,
11/18/2023 10:25:04,student975@gmail.com,student,stud,975,Wood Memorial High School,SICTC Information Meeting at High School,Culinary Arts,
11/18/2023 10:25:05,student976@gmail.com,student,stud,976,Memorial High School,High school counselor,Cybersecurity computer science ,
11/18/2023 10:25:14,student977@gmail.com,student,stud,977,Mt. Vernon High School,High school counselor,Welding Technology,
11/18/2023 10:25:15,student978@gmail.com,student,stud,978,Castle High School,"High school counselor, Informational posters, Facebook, Instagram, SICTC Website, Current SITCTC Student, SICTC Information Meeting at High School",Automotive Collision Repair Technology,
11/18/2023 10:25:19,student979@gmail.com,student,stud,979,Gibson Southern High School,High school counselor,Automotive Collision Repair Technology,
11/18/2023 10:25:19,student980@gmail.com,student,stud,980,North High School,SICTC Information Meeting at High School,Diesel Service Technology,
11/18/2023 10:25:24,student981@gmail.com,student,stud,981,Wood Memorial High School,"High school counselor, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 10:25:26,student982@gmail.com,student,stud,982,Gibson Southern High School,Friend and Family Member,Engineering/Architectural Design Technology,
11/18/2023 10:25:42,student983@gmail.com,student,stud,983,Harrison High School,High school counselor,Electricity Techonlogy ,
11/18/2023 10:25:51,student984@gmail.com,student,stud,984,North High School,High school counselor,Architectural & Engineering Design Technology,
11/18/2023 10:26:01,student985@gmail.com,student,stud,985,Boonville High School,"High school counselor, SICTC Information Meeting at High School",Automotive Collision Repair Technology,
11/18/2023 10:26:01,student986@gmail.com,student,stud,986,Memorial High School,High school counselor,Cyber Security,
11/18/2023 10:26:02,student987@gmail.com,student,stud,987,North Posey High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Engineering,
11/18/2023 10:26:14,student988@gmail.com,student,stud,988,Bosse High School,"SICTC Website, Friend and Family Member, Current SITCTC Student",Welding Technology,
11/18/2023 10:26:21,student989@gmail.com,student,stud,989,Reitz High School,SICTC Information Meeting at High School,Precision Machine Metalworking Technology,
11/18/2023 10:26:26,student990@gmail.com,student,stud,990,Home School,Friend and Family Member,Precision Machine Metalworking Technology,
11/18/2023 10:26:28,student991@gmail.com,student,stud,991,Central High School,"High school counselor, Facebook, Friend and Family Member, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 10:26:28,student992@gmail.com,student,stud,992,New Tech Institute,From being next to it,Culinary Arts,
11/18/2023 10:26:40,student993@gmail.com,student,stud,993,Gibson Southern High School,"High school counselor, Friend and Family Member",Engineering/Architectural Design Technology,
11/18/2023 10:26:56,student994@gmail.com,student,stud,994,Gibson Southern High School,Friend and Family Member,Graphic Communication/ Digital Media,
11/18/2023 10:27:11,student995@gmail.com,student,stud,995,Reitz High School,Friend and Family Member,Automotive Collision Repair Technology,
11/18/2023 10:27:19,student996@gmail.com,student,stud,996,Bosse High School,High school counselor,Veterinary Sciences,
11/18/2023 10:27:20,student997@gmail.com,student,stud,997,New Tech Institute,SICTC Information Meeting at High School,Automotive Collision Repair Technologies,
11/18/2023 10:27:22,student998@gmail.com,student,stud,998,Wood Memorial High School,High school counselor,Welding,
11/18/2023 10:27:33,student999@gmail.com,student,stud,999,New Tech Institute,"Informational posters, Facebook",Automotive Collision Repair Technology,
11/18/2023 10:27:35,student1000@gmail.com,student,stud,1000,Gibson Southern High School,Current SITCTC Student,Computer Science/Software Development,
11/18/2023 10:27:35,student1001@gmail.com,student,stud,1001,Home School,"Friend and Family Member, Current SITCTC Student",Electrical Technology,
11/18/2023 10:27:40,student1002@gmail.com,student,stud,1002,Reitz High School,High school counselor,Automotive Service Technology,
11/18/2023 10:27:50,student1003@gmail.com,student,stud,1003,Princeton High School,"High school counselor, SICTC Information Meeting at High School",Precision Machine Metalworking Technology,
11/18/2023 10:27:51,student1004@gmail.com,student,stud,1004,Castle High School,High school counselor,Welding Technology,
11/18/2023 10:28:22,student1005@gmail.com,student,stud,1005,New Tech Institute,High school counselor,Computer Science/Software Development,
11/18/2023 10:28:48,student1006@gmail.com,student,stud,1006,Central High School,High school counselor,"Construction, electrical ",
11/18/2023 10:28:54,student1007@gmail.com,student,stud,1007,Harrison High School,"High school counselor, SICTC Information Meeting at High School",Public Safety / Criminal Justice,
11/18/2023 10:29:31,student1008@gmail.com,student,stud,1008,Gibson Southern High School,"High school counselor, Friend and Family Member",Building Construction Technology,
11/18/2023 10:29:32,student1009@gmail.com,student,stud,1009,Harrison High School,"High school counselor, SICTC Information Meeting at High School",Engineering/Architectural Design Technology,
11/18/2023 10:29:41,student1010@gmail.com,student,stud,1010,Castle High School,Current SITCTC Student,Culinary Arts,
11/18/2023 10:29:44,student1011@gmail.com,student,stud,1011,Boonville High School,"High school counselor, Friend and Family Member",Cyber Security,
11/18/2023 10:29:45,student1012@gmail.com,student,stud,1012,North Posey High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Engineering/Architectural Design Technology,
11/18/2023 10:29:51,student1013@gmail.com,student,stud,1013,Gibson Southern High School,Friend and Family Member,Building Construction Technology,
11/18/2023 10:29:53,student1014@gmail.com,student,stud,1014,Bosse High School,"High school counselor, SICTC Information Meeting at High School",Electrical Technology,
11/18/2023 10:30:04,student1015@gmail.com,student,stud,1015,Wood Memorial High School,SICTC Information Meeting at High School,Public Safety / Criminal Justice,
11/18/2023 10:30:12,student1016@gmail.com,student,stud,1016,Harrison High School,"High school counselor, Informational posters",Computer Science/Software Development,
11/18/2023 10:30:25,student1017@gmail.com,student,stud,1017,Reitz High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 10:30:49,student1018@gmail.com,student,stud,1018,North High School,"Informational posters, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",electricity ,
11/18/2023 10:30:53,student1019@gmail.com,student,stud,1019,Castle High School,High school counselor,Advanced Manufacturing Technology,
11/18/2023 10:31:13,student1020@gmail.com,student,stud,1020,Mater Dei High School,Friend and Family Member,Graphic Communications / Digital Media,
11/18/2023 10:31:15,student1021@gmail.com,student,stud,1021,Boonville High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems,
11/18/2023 10:31:22,student1022@gmail.com,student,stud,1022,North High School,High school counselor,pre-professional: health sciences,
11/18/2023 10:31:28,student1023@gmail.com,student,stud,1023,South Spencer,High school counselor,Advanced Manufacturing Technology,
11/18/2023 10:31:48,student1024@gmail.com,student,stud,1024,Castle High School,Friend and Family Member,Diesel Service Technology,
11/18/2023 10:32:07,student1025@gmail.com,student,stud,1025,Tecumseh High School,High school counselor,criminal justice ,
11/18/2023 10:32:29,student1026@gmail.com,student,stud,1026,North High School,"High school counselor, SICTC Website",Building Construction Technology,
11/18/2023 10:32:31,student1027@gmail.com,student,stud,1027,Central High School,Current SITCTC Student,Diesel Service Technology,
11/18/2023 10:32:32,student1028@gmail.com,student,stud,1028,Boonville High School,"High school counselor, Friend and Family Member",Computer Science/Software Development,
11/18/2023 10:32:35,student1029@gmail.com,student,stud,1029,New Tech Institute,High school counselor,Diesel Service Technology,
11/18/2023 10:33:06,student1030@gmail.com,student,stud,1030,New Tech Institute,High school counselor,Building Construction Technology,
11/18/2023 10:33:07,student1031@gmail.com,student,stud,1031,North High School,SICTC Information Meeting at High School,Automotive Collision Repair Technology,
11/18/2023 10:33:12,student1032@gmail.com,student,stud,1032,North High School,"Friend and Family Member, SICTC Information Meeting at High School",Health Sciences: Pre-Professional ,
11/18/2023 10:33:39,student1033@gmail.com,student,stud,1033,North High School,High school counselor,Engineering/Architectural Design Technology,
11/18/2023 10:34:11,student1034@gmail.com,student,stud,1034,Mater Dei High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student, SICTC Information Meeting at High School",Engineering/Architectural Design Technology,
11/18/2023 10:34:12,student1035@gmail.com,student,stud,1035,Boonville High School,"High school counselor, SICTC Alumni",Radio / TV / Communications,
11/18/2023 10:34:21,student1036@gmail.com,student,stud,1036,Boonville High School,Friend and Family Member,Electrical ,
11/18/2023 10:34:29,student1037@gmail.com,student,stud,1037,Mater Dei High School,"Friend and Family Member, SICTC Information Meeting at High School",Engineering/Architectural Design Technology,
11/18/2023 10:35:19,student1038@gmail.com,student,stud,1038,Wood Memorial High School,SICTC Information Meeting at High School,Health Science Education,
11/18/2023 10:35:25,student1039@gmail.com,student,stud,1039,North High School,SICTC Information Meeting at High School,Pre professional and culinary ,
11/18/2023 10:35:43,student1040@gmail.com,student,stud,1040,North High School,"Friend and Family Member, SICTC Information Meeting at High School",Health Science Education,
11/18/2023 10:35:54,student1041@gmail.com,student,stud,1041,Home School,Facebook,Diesel Service Technology,
11/18/2023 10:36:06,student1042@gmail.com,student,stud,1042,Other,School,Health Sciences: Pre-Professional,
11/18/2023 10:36:10,student1043@gmail.com,student,stud,1043,Boonville High School,"High school counselor, SICTC Alumni",Automotive Collision Repair Technology,
11/18/2023 10:36:41,student1044@gmail.com,student,stud,1044,Gibson Southern High School,High school counselor,Health Science Education,
11/18/2023 10:36:44,student1045@gmail.com,student,stud,1045,North High School,Friend and Family Member,Automotive Collision Repair Technology,
11/18/2023 10:36:48,student1046@gmail.com,student,stud,1046,Central High School,"High school counselor, Informational posters, Friend and Family Member, Current SITCTC Student",HVAC-R and Energy Systems,
11/18/2023 10:37:05,student1047@gmail.com,student,stud,1047,Gibson Southern High School,High school counselor,Automotive Service Technology,
11/18/2023 10:37:09,student1048@gmail.com,student,stud,1048,Boonville High School,"High school counselor, SICTC Information Meeting at High School",Automotive Service Technology,
11/18/2023 10:37:12,student1049@gmail.com,student,stud,1049,Princeton High School,Friend and Family Member,Diesel Service Technology,
11/18/2023 10:37:27,student1050@gmail.com,student,stud,1050,Castle High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Automotive Collision Repair Technology,
11/18/2023 10:37:37,student1051@gmail.com,student,stud,1051,Memorial High School,High school counselor,Computer Science/Software Development,
11/18/2023 10:37:37,student1052@gmail.com,student,stud,1052,Gibson Southern High School,Current SITCTC Student,Health Science Education,
11/18/2023 10:38:01,student1053@gmail.com,student,stud,1053,North High School,"High school counselor, SICTC Website",Advanced Manufacturing Technology,
11/18/2023 10:38:08,student1054@gmail.com,student,stud,1054,Boonville High School,"High school counselor, Friend and Family Member",Advanced Manufacturing Technology,
11/18/2023 10:38:20,student1055@gmail.com,student,stud,1055,Castle High School,High school counselor,I don’t know ,
11/18/2023 10:38:36,student1056@gmail.com,student,stud,1056,Gibson Southern High School,High school counselor,Welding,
11/18/2023 10:38:49,student1057@gmail.com,student,stud,1057,New Tech Institute,SICTC Information Meeting at High School,Graphic Communications / Digital Media,
11/18/2023 10:39:02,student1058@gmail.com,student,stud,1058,Castle High School,High school counselor,Automotive Collision Repair Technology,
11/18/2023 10:39:33,student1059@gmail.com,student,stud,1059,Mt. Vernon High School,"High school counselor, Friend and Family Member",Welding Technology,
11/18/2023 10:39:53,student1060@gmail.com,student,stud,1060,Gibson Southern High School,"Facebook, Instagram, ",Architecture,
11/18/2023 10:40:05,student1061@gmail.com,student,stud,1061,North High School,"Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Electrical technology ,
11/18/2023 10:40:10,student1062@gmail.com,student,stud,1062,Central High School,Current SITCTC Student,Advanced Manufacturing Technology,
11/18/2023 10:40:12,student1063@gmail.com,student,stud,1063,Reitz High School,"High school counselor, SICTC Website",Welding,
11/18/2023 10:40:13,student1064@gmail.com,student,stud,1064,New Tech Institute,High school counselor,Cyber Security,
11/18/2023 10:40:25,student1065@gmail.com,student,stud,1065,Memorial High School,High school counselor,Health Science Education,
11/18/2023 10:40:34,student1066@gmail.com,student,stud,1066,North High School,High school counselor,Building Construction Technology,
11/18/2023 10:40:39,student1067@gmail.com,student,stud,1067,Wood Memorial High School,High school counselor,Health Science Education,
11/18/2023 10:40:50,student1068@gmail.com,student,stud,1068,Central High School,Current SITCTC Student,Automotive Collision Repair Technology,
11/18/2023 10:40:54,student1069@gmail.com,student,stud,1069,Central High School,"High school counselor, Friend and Family Member, Current SITCTC Student",Culinary Arts,
11/18/2023 10:40:58,student1070@gmail.com,student,stud,1070,Boonville High School,"Informational posters, SICTC Website, SICTC Information Meeting at High School",Welding Technology,
11/18/2023 10:41:13,student1071@gmail.com,student,stud,1071,Wood Memorial High School,SICTC Information Meeting at High School,Welding Technology,
11/18/2023 10:41:20,student1072@gmail.com,student,stud,1072,Gibson Southern High School,SICTC Information Meeting at High School,Computer Science/Software Development,
11/18/2023 10:41:24,student1073@gmail.com,student,stud,1073,Boonville High School,"High school counselor, Friend and Family Member",Graphic Communications / Digital Media,
11/18/2023 10:41:36,student1074@gmail.com,student,stud,1074,North High School,SICTC Information Meeting at High School,Health Science Education,
11/18/2023 10:41:44,student1075@gmail.com,student,stud,1075,New Tech Institute,High school counselor,Advanced Manufacturing Technology,
11/18/2023 10:41:47,student1076@gmail.com,student,stud,1076,Princeton High School,High school counselor,Welding Technology,
11/18/2023 10:41:48,student1077@gmail.com,student,stud,1077,Home School,"Friend and Family Member, Current SITCTC Student",Building Construction Technology,
11/18/2023 10:41:49,student1078@gmail.com,student,stud,1078,Harrison High School,High school counselor,Medical and criminal ,
11/18/2023 10:41:54,student1079@gmail.com,student,stud,1079,Gibson Southern High School,"High school counselor, Friend and Family Member",Health Science: Pre- Professional ,
11/18/2023 10:42:22,student1080@gmail.com,student,stud,1080,North High School,"High school counselor, Informational posters",Architecture & Engineering Design Technology ,
11/18/2023 10:42:23,student1081@gmail.com,student,stud,1081,Home School,Facebook,Automotive Service Technology,
11/18/2023 10:42:25,student1082@gmail.com,student,stud,1082,Reitz High School,"Friend and Family Member, SICTC Alumni",Building Construction Technology,
11/18/2023 10:42:37,student1083@gmail.com,student,stud,1083,Evansville Christian School,I found out through other students at my high school ,Computer Science/Software Development ,
11/18/2023 10:42:48,student1084@gmail.com,student,stud,1084,Home School,Informational posters,"Computer science, cyber security ",
11/18/2023 10:42:49,student1085@gmail.com,student,stud,1085,Wood Memorial High School,SICTC Information Meeting at High School,Health Science Exercise Science,
11/18/2023 10:42:56,student1086@gmail.com,student,stud,1086,New Tech Institute,SICTC Information Meeting at High School,Radio / TV / Communications,
11/18/2023 10:43:30,student1087@gmail.com,student,stud,1087,Tecumseh High School,High school counselor,Engineering or Criminal Justice ,
11/18/2023 10:43:29,student1088@gmail.com,student,stud,1088,Bosse High School,High school counselor,Health Science Education,
11/18/2023 10:43:31,student1089@gmail.com,student,stud,1089,Castle High School,"High school counselor, Facebook, Instagram, SICTC Website, Friend and Family Member, Current SITCTC Student, SICTC Information Meeting at High School",Health Science Exercise Science,
11/18/2023 10:43:41,student1090@gmail.com,student,stud,1090,North High School,High school counselor,HVAC-R and Energy Systems,
11/18/2023 10:43:47,student1091@gmail.com,student,stud,1091,Gibson Southern High School,"High school counselor, Friend and Family Member",Architecture/ Building trades,
11/18/2023 10:44:01,student1092@gmail.com,student,stud,1092,Gibson Southern High School,"High school counselor, Friend and Family Member",Health Science Exercise Science,
11/18/2023 10:44:04,student1093@gmail.com,student,stud,1093,North High School,"High school counselor, SICTC Website",Welding Technology,
11/18/2023 10:44:10,student1094@gmail.com,student,stud,1094,Reitz High School,"High school counselor, SICTC Website",Welding Technology,
11/18/2023 10:44:25,student1095@gmail.com,student,stud,1095,Bosse High School,"High school counselor, Friend and Family Member",Health Science Education,
11/18/2023 10:44:48,student1096@gmail.com,student,stud,1096,Gibson Southern High School,Facebook,Engineering/Architectural Design Technology,
11/18/2023 10:44:49,student1097@gmail.com,student,stud,1097,Harrison High School,High school counselor,Health Science Education,
11/18/2023 10:45:10,student1098@gmail.com,student,stud,1098,Gibson Southern High School,High school counselor,"Vet science, culinary arts",
11/18/2023 10:45:17,student1099@gmail.com,student,stud,1099,Gibson Southern High School,Facebook,Precision Machine Metalworking Technology,
11/18/2023 10:45:26,student1100@gmail.com,student,stud,1100,Reitz High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Precision Machine Metalworking Technology,
11/18/2023 10:45:35,student1101@gmail.com,student,stud,1101,Bosse High School,High school counselor,Criminal ,
11/18/2023 10:45:36,student1102@gmail.com,student,stud,1102,Memorial High School,Informational posters,Health care ,
11/18/2023 10:45:37,student1103@gmail.com,student,stud,1103,New Tech Institute,Friend and Family Member,Advanced Manufacturing Technology,
11/18/2023 10:45:38,student1104@gmail.com,student,stud,1104,New Tech Institute,"High school counselor, SICTC Website, Friend and Family Member, SICTC Information Meeting at High School",Public Safety / Criminal Justice,
11/18/2023 10:45:48,student1105@gmail.com,student,stud,1105,Wood Memorial High School,High school counselor,Exercise science ,
11/18/2023 10:46:00,student1106@gmail.com,student,stud,1106,Boonville High School,SICTC Information Meeting at High School,Health Science Education,
11/18/2023 10:46:08,student1107@gmail.com,student,stud,1107,Reitz High School,"High school counselor, SICTC Information Meeting at High School",Culinary Arts,
11/18/2023 10:46:15,student1108@gmail.com,student,stud,1108,Harrison High School,"High school counselor, Informational posters, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:46:42,student1109@gmail.com,student,stud,1109,Mt. Vernon High School,"High school counselor, Friend and Family Member",HVAC-R and Energy Systems,
11/18/2023 10:46:42,student1110@gmail.com,student,stud,1110,Gibson Southern High School,High school counselor,Welding Technology,
11/18/2023 10:46:48,student1111@gmail.com,student,stud,1111,Reitz High School,High school counselor,Electrical Technology,
11/18/2023 10:47:01,student1112@gmail.com,student,stud,1112,Castle High School,Current SITCTC Student,Architectural and Engineering Design Technology ,
11/18/2023 10:47:02,student1113@gmail.com,student,stud,1113,North High School,High school counselor,Advanced Manufacturing Technology,
11/18/2023 10:47:10,student1114@gmail.com,student,stud,1114,Reitz High School,High school counselor,Welding Technology,
11/18/2023 10:47:12,student1115@gmail.com,student,stud,1115,North Posey High School,"Facebook, SICTC Website, Friend and Family Member",Welding Technology,
11/18/2023 10:47:55,student1116@gmail.com,student,stud,1116,Castle High School,Current SITCTC Student,Electrical Technology ,
11/18/2023 10:48:05,student1117@gmail.com,student,stud,1117,Gibson Southern High School,SICTC Information Meeting at High School,Advanced Manufacturing Technology,
11/18/2023 10:48:12,student1118@gmail.com,student,stud,1118,North Posey High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Advanced Manufacturing Technology,
11/18/2023 10:48:44,student1119@gmail.com,student,stud,1119,Reitz High School,High school counselor,Welding Technology,
11/18/2023 10:48:55,student1120@gmail.com,student,stud,1120,Harrison High School,"High school counselor, Informational posters, SICTC Information Meeting at High School",Public Safety / Criminal Justice,
11/18/2023 10:48:55,student1121@gmail.com,student,stud,1121,Wood Memorial High School,"High school counselor, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:48:56,student1122@gmail.com,student,stud,1122,Bosse High School,High school counselor,Computer Science/Software Development,
11/18/2023 10:49:01,student1123@gmail.com,student,stud,1123,Harrison High School,SICTC Information Meeting at High School,Criminal Justice,
11/18/2023 10:49:04,student1124@gmail.com,student,stud,1124,Wood Memorial High School,SICTC Information Meeting at High School,Veterinary Sciences,
11/18/2023 10:49:08,student1125@gmail.com,student,stud,1125,Wood Memorial High School,"High school counselor, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:49:10,student1126@gmail.com,student,stud,1126,Reitz High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student",Electrical Technology,
11/18/2023 10:49:13,student1127@gmail.com,student,stud,1127,New Tech Institute,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Automotive Service Technology,
11/18/2023 10:49:13,student1128@gmail.com,student,stud,1128,Tecumseh High School,High school counselor,Computer Science/Software Development,
11/18/2023 10:49:39,student1129@gmail.com,student,stud,1129,Central High School,Current SITCTC Student,Engineering/Architectural Design Technology,
11/18/2023 10:49:51,student1130@gmail.com,student,stud,1130,Home School,Friend and Family Member,Automotive Service Technology,
11/18/2023 10:50:23,student1131@gmail.com,student,stud,1131,Boonville High School,SICTC Information Meeting at High School,Criminal justice ,
11/18/2023 10:50:47,student1132@gmail.com,student,stud,1132,Mt. Vernon High School,"High school counselor, Friend and Family Member",Electrical studies hvac and auto manufacturing ,
11/18/2023 10:51:09,student1133@gmail.com,student,stud,1133,North High School,"High school counselor, SICTC Website",Electrical Technology,
11/18/2023 10:51:16,student1134@gmail.com,student,stud,1134,Central High School,"Informational posters, Facebook","Advanced manufacturing tech, automotive service ",
11/18/2023 10:51:25,student1135@gmail.com,student,stud,1135,Reitz High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 10:52:00,student1136@gmail.com,student,stud,1136,Gibson Southern High School,SICTC Information Meeting at High School,Culinary Arts,
11/18/2023 10:52:10,student1137@gmail.com,student,stud,1137,Gibson Southern High School,High school counselor,Pre-Professional ,
11/18/2023 10:52:10,student1138@gmail.com,student,stud,1138,Central High School,"High school counselor, Informational posters, Friend and Family Member, Current SITCTC Student",Health Science Exercise Science,
11/18/2023 10:52:12,student1139@gmail.com,student,stud,1139,Wood Memorial High School,SICTC Information Meeting at High School,Electrical Technology,
11/18/2023 10:52:35,student1140@gmail.com,student,stud,1140,Mt. Vernon High School,"High school counselor, Friend and Family Member",health science pre professional ,
11/18/2023 10:52:52,student1141@gmail.com,student,stud,1141,Castle High School,High school counselor,Automotive Service Technology,
11/18/2023 10:53:16,student1142@gmail.com,student,stud,1142,Bosse High School,"SICTC Website, Friend and Family Member, Current SITCTC Student",Automotive Collision Repair Technology,
11/18/2023 10:53:18,student1143@gmail.com,student,stud,1143,Reitz High School,"High school counselor, Informational posters",Construction,
11/18/2023 10:53:21,student1144@gmail.com,student,stud,1144,Evansville Christian School,High school counselor,Media Communications and Broadcasting,
11/18/2023 10:53:33,student1145@gmail.com,student,stud,1145,New Tech Institute,"Informational posters, Facebook",Radio / TV / Communications,
11/18/2023 10:53:33,student1146@gmail.com,student,stud,1146,Central High School,"High school counselor, Friend and Family Member, Current SITCTC Student",Electrical Technology,
11/18/2023 10:53:40,student1147@gmail.com,student,stud,1147,Castle High School,High school counselor,"Welding, automotive technology services, automotive repair ",
11/18/2023 10:53:50,student1148@gmail.com,student,stud,1148,Bosse High School,High school counselor,Cyber Security,
11/18/2023 10:53:53,student1149@gmail.com,student,stud,1149,New Tech Institute,SICTC Information Meeting at High School,Graphic Communications / Digital Media,
11/18/2023 10:54:03,student1150@gmail.com,student,stud,1150,North Posey High School,Friend and Family Member,Welding Technology,
11/18/2023 10:54:04,student1151@gmail.com,student,stud,1151,Central High School,Current SITCTC Student,Engineering/Architectural Design Technology,
11/18/2023 10:54:15,student1152@gmail.com,student,stud,1152,Reitz High School,"High school counselor, SICTC Website",Welding Technology,
11/18/2023 10:54:29,student1153@gmail.com,student,stud,1153,Mater Dei High School,"Friend and Family Member, SICTC Alumni, Current SITCTC Student, SICTC Information Meeting at High School",Building Construction Technology,
11/18/2023 10:54:40,student1154@gmail.com,student,stud,1154,New Tech Institute,"High school counselor, Informational posters, SICTC Website, Friend and Family Member, SICTC Alumni, Current SITCTC Student, SICTC Information Meeting at High School",Building Construction Technology,
11/18/2023 10:54:41,student1155@gmail.com,student,stud,1155,Mt. Vernon High School,Friend and Family Member,Automotive Service Technology,
11/18/2023 10:54:42,student1156@gmail.com,student,stud,1156,Mt. Vernon High School,"High school counselor, Friend and Family Member",Electrical Technology,
11/18/2023 10:54:44,student1157@gmail.com,student,stud,1157,Gibson Southern High School,High school counselor,Public Safety / Criminal Justice,
11/18/2023 10:54:48,student1158@gmail.com,student,stud,1158,Boonville High School,"High school counselor, Friend and Family Member",Veterinary Sciences,
11/18/2023 10:54:49,student1159@gmail.com,student,stud,1159,Castle High School,High school counselor,Precision Machine Metalworking Technology,
11/18/2023 10:55:14,student1160@gmail.com,student,stud,1160,Mater Dei High School,"High school counselor, Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:55:20,student1161@gmail.com,student,stud,1161,Gibson Southern High School,Friend and Family Member,building trades,
11/18/2023 10:55:21,student1162@gmail.com,student,stud,1162,Memorial High School,High school counselor,Welding Technology,
11/18/2023 10:55:53,student1163@gmail.com,student,stud,1163,New Tech Institute,SICTC Information Meeting at High School,Welding Technology,
11/18/2023 10:56:05,student1164@gmail.com,student,stud,1164,Gibson Southern High School,Facebook,Public Safety / Criminal Justice,
11/18/2023 10:56:16,student1165@gmail.com,student,stud,1165,Bosse High School,"SICTC Website, Friend and Family Member, Current SITCTC Student",Automotive Service Technology,
11/18/2023 10:56:17,student1166@gmail.com,student,stud,1166,North High School,High school counselor,Culinary Arts,
11/18/2023 10:56:19,student1167@gmail.com,student,stud,1167,New Tech Institute,"SICTC Information Meeting at High School, It is built into New Tech",Graphic Communications / Digital Media,
11/18/2023 10:56:31,student1168@gmail.com,student,stud,1168,North High School,Current SITCTC Student,Engineering/Architectural Design Technology,
11/18/2023 10:56:46,student1169@gmail.com,student,stud,1169,Central High School,High school counselor,Diesel Service Technology,
11/18/2023 10:57:05,student1170@gmail.com,student,stud,1170,North High School,"Friend and Family Member, SICTC Information Meeting at High School",Veterinary Sciences,
11/18/2023 10:57:10,student1171@gmail.com,student,stud,1171,New Tech Institute,"SICTC Website, New tech ",Automotive Service Technology,
11/18/2023 10:57:22,student1172@gmail.com,student,stud,1172,Tecumseh High School,High school counselor,Engineering/Architectural Design Technology,
11/18/2023 10:57:26,student1173@gmail.com,student,stud,1173,North High School,SICTC Information Meeting at High School,Welding Technology,
11/18/2023 10:57:27,student1174@gmail.com,student,stud,1174,Wood Memorial High School,SICTC Information Meeting at High School,Culinary Arts,
11/18/2023 10:57:27,student1175@gmail.com,student,stud,1175,Tecumseh High School,SICTC Website,AMT,
11/18/2023 10:57:50,student1176@gmail.com,student,stud,1176,Gibson Southern High School,SICTC Website,Graphic Communications / Digital Media,
11/18/2023 10:58:21,student1177@gmail.com,student,stud,1177,North High School,Current SITCTC Student,Precision Machine Metalworking Technology,
11/18/2023 10:58:33,student1178@gmail.com,student,stud,1178,Reitz High School,"High school counselor, SICTC Information Meeting at High School",Building Construction Technology,
11/18/2023 10:58:39,student1179@gmail.com,student,stud,1179,Boonville High School,"High school counselor, SICTC Information Meeting at High School",Health Science Education,
11/18/2023 10:58:59,student1180@gmail.com,student,stud,1180,Wood Memorial High School,"High school counselor, SICTC Information Meeting at High School",Public Safety / Criminal Justice,
11/18/2023 10:59:00,student1181@gmail.com,student,stud,1181,Boonville High School,"High school counselor, Friend and Family Member",Electrical Technology ,
11/18/2023 10:59:17,student1182@gmail.com,student,stud,1182,Home School,Facebook,Welding Technology,
11/18/2023 10:59:21,student1183@gmail.com,student,stud,1183,North High School,"Informational posters, SICTC Information Meeting at High School","Veterinary science, health sciences",
11/18/2023 10:59:27,student1184@gmail.com,student,stud,1184,Reitz High School,Friend and Family Member,Health Science Exercise Science,
11/18/2023 10:59:28,student1185@gmail.com,student,stud,1185,Reitz High School,High school counselor,HVAC-R and Energy Systems,
